,0,Irony,Offensive,Emotion,Stress Score,Topics
13096,"congress meet election commission over narendra modi biopic request film postponed till the end elections sources share your views using the hashtag and join arnab the debate
,0",non_irony,not-offensive,anger,552.8882598250258,"['news_&_social_concern', 'film_tv_&_video', 'celebrity_&_pop_culture']"
78284,"the worst bum faadna happened madison boxer and the bong imbecile didian one came out deride modi got slapped scientiststhe other screamedsatellite was just lying there space was hotel roomposteriors are burning the summer not helping,-1",non_irony,offensive,anger,473.4818995702592,"['news_&_social_concern', 'sports', 'celebrity_&_pop_culture']"
147482,"modi looking herobjp went against conventional wisdom advice not ally with pdp form govt
but
popularity fame hungry modi boasted his way bulldozed political move
today
modi silent embarrassing questions derived unanswered ,-1",irony,not-offensive,anger,806.9188468411743,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
144187,"inspiration can sure that when top our national interest and pride remains intact ,1",non_irony,not-offensive,optimism,310.11753766451204,"['news_&_social_concern', 'diaries_&_daily_life', 'sports']"
23195,"yupp but the guy has warped brain declared everybody anti national who are not with modi that really stupid thing say,-1",irony,offensive,anger,150.56519599426892,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
147023,"modi jee said party poor exactly see how they are pushing election campaign bailgadi ,-1",irony,not-offensive,anger,365.3084866054521,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
93484,"modi spoke like this then whole will against him the state runs tasmac revenue ,1",non_irony,not-offensive,anger,318.13405613501004,"['news_&_social_concern', 'business_&_entrepreneurs', 'celebrity_&_pop_culture']"
73558,"nirav modi extradition joint team cbi leave for london soon ,0",non_irony,not-offensive,sadness,339.5868217206702,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
75030,"congratulations our scientists and modi are assured that have given our country the right hand thanks make feel proud,1",irony,not-offensive,joy,48.92050147603396,"['news_&_social_concern', 'science_&_technology', 'business_&_entrepreneurs']"
47406,"few lessons for future pms from modi 1make unnecessary public announcements
2never unscripted media interview
3never press conference
4take credit for the work your subordinates and national agencies
5look like you’ taking risks even when you’ not ,-1",non_irony,not-offensive,optimism,334.7729087152459,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
38262,"visualising imminent end abdullah dynasty questions vision modis bjp
ैं ी ौीा ,0",non_irony,not-offensive,anger,571.1370285190822,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
14092,"even the peak modi wave pullkeshinagara was the only constituency which gave lead congress 2014 blore,0",non_irony,not-offensive,sadness,-45.95673923411901,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
101098,"bjp modi and shah discovered india after may 2014,0",irony,not-offensive,joy,153.44017836769106,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
110149,"how does feel reaching the corruption club were you not itching there since the day modi ignored you,0",non_irony,not-offensive,anger,489.4951269121152,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
36665,"learn from modi what climate change  ,0",irony,not-offensive,optimism,26.06190142597101,"['news_&_social_concern', 'science_&_technology', 'learning_&_educational']"
101828,"can any one rule out non political move any which modi has done since 2014 that speaks everything,0",non_irony,not-offensive,anger,163.85626800898098,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
36138,"would sincerely urge you read through the endless list lies spoken modi public forums pls dont miss and educate your near and dear ones ,1",non_irony,not-offensive,optimism,124.57118029068113,"['news_&_social_concern', 'diaries_&_daily_life', 'learning_&_educational']"
114008,"threatened witness offered bribe another prosecutor ,0",irony,not-offensive,anger,42.850265343410975,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
111041,"modi coming again with majority,0",irony,not-offensive,optimism,359.44238432131306,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
16992,"all newspapers bangalore today talking about everyone talking about him this bigger than modi for bangalore people think that whatsapp video him giving speech english made the cut for him became famous everywhere simply super,1",irony,not-offensive,joy,433.6115637658812,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
106596,"says his govt has shown courage for surgical strike all spheres — land sky space
good intentions are also capped with unprecedented success the motivated scientists making ,1",irony,not-offensive,optimism,310.775718761177,"['news_&_social_concern', 'science_&_technology', 'business_&_entrepreneurs']"
104036,"nice interview modi news channel and best news patrakar arnab,1",irony,not-offensive,joy,-34.687926155918106,"['news_&_social_concern', 'film_tv_&_video', 'celebrity_&_pop_culture']"
145513,"future comes then our india will slave and the chains and completely ruined destroyer forever bjp not confirm faith and honourable than the late shree atal can only unemployment and lies there are art lecturer modishah,-1",non_irony,not-offensive,anger,-76.7955024091831,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
1301,"would you able what modiji done you are capable encourage rahul misbehave criticize modi spoiling his career advise rahul join modiji you congress wants real vikas this message from janta janardanor ready suffer duffer should understand,1",non_irony,not-offensive,anger,405.82111037058485,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
108415,"liked modis idea cash transfer asked congress thinktank analyse how much money our government can transfer poor directly that how nyay came into being says haryana ,1",irony,not-offensive,sadness,-206.13178280907104,"['news_&_social_concern', 'business_&_entrepreneurs', 'science_&_technology']"
133095,"shastri asked give meal vinobha bhave asked give land modi asked give gas subsidy country listens while modi symbol yoga nehru for smoking ⁦ ⁦ ⁦⁦⁦ ⁦ ,0",non_irony,not-offensive,joy,505.84899074903115,"['news_&_social_concern', 'food_&_dining', 'diaries_&_daily_life']"
60335,"did modi take responsibility for pulwama terror attack pathankot attack then how the hell can take the credit for the work soldiers and scientists you bakths live your life denial mode,1",non_irony,offensive,anger,494.4763368268003,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
101890,"there news coming from yesterday modi rally meerut that there less turnout has compared 2014 rally ,-1",irony,not-offensive,sadness,-98.48602525758204,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
121380,"youre right modi ham sath ,1",non_irony,not-offensive,optimism,137.429697586855,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
116414,"why indias modi shying away from taking the responsibility when taking all the credit for airstrikes
,0",irony,not-offensive,anger,771.5378540955923,"['news_&_social_concern', 'diaries_&_daily_life', 'film_tv_&_video']"
21862,"watch and share abki bar modi sarkar vot for modi vote for better india ,1",non_irony,not-offensive,optimism,141.29861577366802,"['news_&_social_concern', 'film_tv_&_video', 'celebrity_&_pop_culture']"
32365,"all were repeatedly saying 2016 that modi carried out maha disaster called demojust help his crony industrialist friends his party bjp allies convert their huge stock black money into white your lie out modi,1",irony,not-offensive,anger,894.7218751483093,"['news_&_social_concern', 'business_&_entrepreneurs', 'diaries_&_daily_life']"
145240,"time resettle kashmiri hindu pandit forcefully kashmir with full honour and security open the trazory doors give them whatever required
time crush article 37035 the earliest only modi and his team has capacity you must honor your manifesto,1",irony,not-offensive,anger,882.7354175541575,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
39786,"many urban people think they have perfect plan
vote for modi send their own kids abroad ,1",irony,not-offensive,sadness,41.47740865017294,"['news_&_social_concern', 'learning_&_educational', 'diaries_&_daily_life']"
49226,"this first time thanking nehru last the modi understand the value and leaders ship men the amount contributions towards india was abondened,1",irony,not-offensive,sadness,265.50420323023206,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
104294,"modi will hang himself hears ,0",non_irony,offensive,anger,197.521221756627,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
1798,"air india probe boarding pass with modi rupani images delhi airport ,0",irony,not-offensive,anger,630.0040436173131,"['news_&_social_concern', 'travel_&_adventure', 'diaries_&_daily_life']"
144351,"modi hai mumkin heybtw how was the dance party the evening unfortunate pulwama tragedy,-1",non_irony,not-offensive,sadness,-20.24123621786306,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
31494,"his stooges plus godi medias the way they are behaving seemingly they lost the battle mentally reason modi affronting voters including little his own supports abusing belieing facts his misdeeds rampant corruption ruined institutions well ,1",non_irony,offensive,anger,1208.643319258836,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
14898,"did ask modi fromwhere was going pay lacs cancel allthe perks you fake and ragtag journalists money can arranged,-1",non_irony,not-offensive,anger,-263.12233750711994,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
75439,"mamata banerjee vows double rural job programme this and more
,1",irony,not-offensive,optimism,-236.543472812047,"['news_&_social_concern', 'business_&_entrepreneurs', 'diaries_&_daily_life']"
83070,"reason vote for modi  pakistan doesnt want modi win ,1",non_irony,not-offensive,anger,143.146555854555,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
91775,"this coincident both modi bibi are working team together they are then both are very serious threat world peace,-1",irony,not-offensive,anger,494.9046427631904,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
102620,"this for those who always says modi give the proof for surgical strike1 surgical strike2 balakot airstrikes and other attacks which india had conducted pakistan tweet1 continued,-1",non_irony,not-offensive,anger,693.1056931504742,"['news_&_social_concern', 'diaries_&_daily_life', 'film_tv_&_video']"
82020,"dreams congress doomed
overwhelming response modi govt
people sloganeering phir baar modi sarkaar and want modi back again done dont think can anything throw out modi govt when common people are supporting him with ,1",non_irony,not-offensive,anger,298.4645402125491,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
117980,"though cbn some corrupt doing development not doing gimmicks like modi who hobnobbing with frauds jagan gali aiadmk narayan rane naresh agarwal mukul roy amith shah anil ambani etc ,-1",non_irony,offensive,anger,271.9464868027859,"['news_&_social_concern', 'celebrity_&_pop_culture', 'business_&_entrepreneurs']"
150215,"modis favorite bihar minister giriraj singh who also works honorary travel agent for pakistan campaigning with manju verma accused indias most probably most horrific case sexual abuse and torture dozens young girls shelter home ,1",irony,not-offensive,anger,581.6393299250881,"['news_&_social_concern', 'travel_&_adventure', 'fitness_&_health']"
50448,"indian scientists shot down satellite moving space from earth modi has announced ,-1",irony,not-offensive,sadness,336.48316530525426,"['science_&_technology', 'news_&_social_concern', 'learning_&_educational']"
116320,"singapore epis are refreshing ❤❤❤ maine kha tha asit modi the best,1",non_irony,not-offensive,joy,305.712420377366,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
36352,"absolutely nothing can more important than future india everything secondary than reelection modi ,1",irony,not-offensive,optimism,256.3070363382439,"['news_&_social_concern', 'diaries_&_daily_life', 'sports']"
110479,"instead democracy read modiji ,0",irony,not-offensive,anger,173.266364835581,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
45388,"modi can only make possiblekudos modiji,0",irony,not-offensive,optimism,273.652534654171,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
138800,"sir please ask people public speeches what wrong modi has done that mayawati mamta akhilesh naidu kejriwal lalu and others are hell bent remove him their income stream and asset creation under curb,-1",non_irony,not-offensive,anger,100.83422532008397,"['news_&_social_concern', 'business_&_entrepreneurs', 'celebrity_&_pop_culture']"
132454,"election drama ,0",irony,not-offensive,sadness,26.976671724037,"['news_&_social_concern', 'diaries_&_daily_life', 'film_tv_&_video']"
117363,"rahul gandhi raising questions about modi degrees because wants hide his educational misadventures qualifications,1",irony,not-offensive,anger,592.9059584682851,"['news_&_social_concern', 'learning_&_educational', 'youth_&_student_life']"
27973,"sir wish you good luck and family used vote for you during assembly election but this time our vote for modi ✌,1",non_irony,not-offensive,joy,573.2138409660221,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
6538,"last may sting operation outfit called cobrapost showed that some india’ leading media organisations including giants like the times india the new indian express and the ,1",irony,not-offensive,anger,917.4461188556311,"['news_&_social_concern', 'diaries_&_daily_life', 'film_tv_&_video']"
39171,"modi like radio only broadcasts
and mrrahul like telephone can communicate,0",irony,not-offensive,joy,139.53331886686397,"['news_&_social_concern', 'film_tv_&_video', 'celebrity_&_pop_culture']"
154298,"modi wants every girlchild her own star
this why ,1",irony,not-offensive,joy,265.93650825863097,"['celebrity_&_pop_culture', 'film_tv_&_video', 'news_&_social_concern']"
95183,"• before modi had his first stubble green revolution had started showing results india and the country had become selfsufficient food grains
• when modi was still wearing half pant thousands large and small industries had flourished india
,-1",non_irony,not-offensive,optimism,720.1069138706763,"['news_&_social_concern', 'food_&_dining', 'business_&_entrepreneurs']"
105314,"“surf excel” only can clean these kind dirty mentality attitude person modi,1",non_irony,offensive,anger,247.89307505302696,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
77767,"thanks modi sir for this success,1",irony,not-offensive,joy,244.20989334459492,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
57702,"and clearance for asat was essential
imho these programs proceed their pace irrespective the ruling political party who may influence some extent while the credit doesnt belong modi doesnt belong nehru anyone else either,0",non_irony,not-offensive,anger,468.7197126145691,"['news_&_social_concern', 'diaries_&_daily_life', 'business_&_entrepreneurs']"
36187,"one modi helping another major expose bjps own ally shiv sena ,1",irony,not-offensive,anger,40.038654075254,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
24153,"liked for creativity
but still modi much more better than pappu,1",non_irony,not-offensive,joy,370.67642805706816,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
98226,"you read beyond propaganda you will know modi rule only airports have been built not 100s claimed you dumb minds are better that liars who lies through the teeth can see vry well why you are bjp supporter,1",non_irony,offensive,anger,68.80826352577087,"['news_&_social_concern', 'travel_&_adventure', 'learning_&_educational']"
110082,"dear indians especially youth that see yrself with complete honesty that there any leader who stands infront modi any leadership quality from any normsanswer shall pls vote max numbers take family members also polling booth,1",non_irony,not-offensive,anger,-36.718635574104056,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
147095,"can amit shah stage coup against modi watch this video ,0",non_irony,not-offensive,anger,210.953697867679,"['news_&_social_concern', 'film_tv_&_video', 'celebrity_&_pop_culture']"
47224,"nehru can given credit for todays achievement the likes think its apt for modi take credit for todays achievementwithout the govt yes test like this cannot ahead,1",non_irony,not-offensive,optimism,682.8847837788635,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
22354,"modi yar hywhete that slogan fake bhuttonawaz zardari bhai bhaiabo bchaoo tehreek but remember one thing that rest the nation dont believe train march here protect father and puppubilu rani time gone,-1",non_irony,not-offensive,optimism,149.32430059658404,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
138782,"only mistakes modi those who innovative things commit mistakes but what about crooks they not commit mistakes they loot kill andabuse public,1",non_irony,offensive,anger,651.8922911201872,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
64050,"credit war explodes can take the credit opposition slams modi for violating model code conduct
watch with live ,1",non_irony,not-offensive,anger,592.7237027482272,"['news_&_social_concern', 'diaries_&_daily_life', 'film_tv_&_video']"
31471,"jee shaking hand with salman junior ,0",irony,not-offensive,joy,70.37825779912701,"['celebrity_&_pop_culture', 'relationships', 'music']"
127994,"modi prime minister this country and saying not ruling sense responsibility then,0",non_irony,not-offensive,anger,713.8549823818521,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
88144,"watch inspiring story narendra modi trailer out now erosnow ,1",non_irony,not-offensive,joy,207.02829092729493,"['news_&_social_concern', 'film_tv_&_video', 'celebrity_&_pop_culture']"
86337,"congress given crores loans mallyanirav modi harshad mehta telgi
harshad mehata and telgi were murdered but call sucide who was power,0",non_irony,not-offensive,sadness,-111.13147041452505,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
147876,"surgical strike needed this journalist bringing shame our country frustrated lot only reason they hate modi they are not getting free doles which cong use throw them keep their mouth shut ,-1",irony,offensive,anger,499.74368526553224,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
66842,"congress master stroke nyay going wonder for modi
even percent rise votes congress will destroye bua babua and bjp will easily,1",non_irony,not-offensive,anger,98.72304073656095,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
69860,"indeed sir most them take honour bring shame country they cannot stand united matter what hatred for modi too intense that they stoop down shame the country,1",non_irony,not-offensive,anger,1.2354805884149016,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
162411,"who says that modi made mallya run what commission mallya paid congress not reported but nirav modi seems allege that paid 400 crores commissions congress ,0",non_irony,not-offensive,anger,179.89463636981193,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
24594,"dear voters want employment money just like want you baby first car its means you become employee then earn lot money bjp congress not exclude employment their manifesto modi promised give lakh person but failed now,-1",irony,not-offensive,sadness,177.8363352216849,"['news_&_social_concern', 'business_&_entrepreneurs', 'diaries_&_daily_life']"
113271,"know one familiar treatment via osho following china pay for doctor not disease only take care your health then will pay but have any sickness that month you have cut the fee him
this for modi ,1",non_irony,not-offensive,sadness,309.02925638396084,"['fitness_&_health', 'news_&_social_concern', 'diaries_&_daily_life']"
47433,"congress challenges modi clarify stand its minimum income scheme economic times ,1",irony,not-offensive,sadness,576.5688620874892,"['news_&_social_concern', 'business_&_entrepreneurs', 'celebrity_&_pop_culture']"
56604,"shandar reply modi,0",non_irony,not-offensive,anger,6.8967576815639795,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
121584,"all are anti modi the pic useless people are happy with bharat have interest watching anti modi media,1",irony,offensive,anger,394.790243565846,"['news_&_social_concern', 'film_tv_&_video', 'diaries_&_daily_life']"
119560,"modi’ ‘mission shakti’ speech didn’ violate model code conduct ,0",irony,not-offensive,anger,464.82788643200126,"['news_&_social_concern', 'celebrity_&_pop_culture', 'music']"
119755,"was modi never seen with skullcap congress ecosystem made lackeys and sellouts need brainless lackeys ecosystem forfeiting credibility must right wingers have unquestioning faith modi,1",non_irony,offensive,anger,747.7351913456112,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
139768,"arguing with modi ंधभगत like playing chess with pigeon will just knock over all the pieces shit the board strut about like its won anyway,-1",non_irony,offensive,anger,794.3327286902742,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
98839,"you have tried your allout effort bring communal riots you have tried instigate muslims after airstrike but modi freely travelled metro show pak and rest the nations that india united barring few who are benifitted from isi china and west,1",irony,not-offensive,anger,998.3925139897865,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
129029,"public hai sab janti hai dear modi you are worng takin fools ,0",non_irony,offensive,anger,263.8212024691311,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
60706,"why dont you listen what drdo chief said today there was gap sat research after 2011 modi who gave nod the project where did modi claime credit for this success what wrong modi announcing instead scientist
election time itana banatha hai,-1",non_irony,not-offensive,anger,787.6381897871241,"['news_&_social_concern', 'science_&_technology', 'learning_&_educational']"
22577,"you expected returns from him boarding modi wave earlier than others but alas modi ditched you ो,-1",non_irony,not-offensive,sadness,299.252757600054,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
569,"china worried new stance modi govt
,1",irony,not-offensive,sadness,175.75361170993196,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
15525,"chowkidar mall and all the chor bazaar will renamed modi chor bazaar,0",irony,not-offensive,joy,-166.49527820431695,"['news_&_social_concern', 'celebrity_&_pop_culture', 'arts_&_culture']"
31475,"narendra modis disclaimer might mislims were harmed while shooting ,0",irony,not-offensive,anger,536.483102792501,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
25713,"why kairana please come muzzafarnagarshamli meerut and ask similar questionsyou will get different answerdont choose place where you can get enough venum against modi,0",non_irony,not-offensive,anger,-31.332890169749863,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
110558,"fake political publicity from modi,-1",irony,not-offensive,anger,471.7683355203162,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
105361,"arnab asked modi easy question intl policies natl securityeconomy job elections did not ask him hardtough questions like whats his fav food which was his favourite vacation does miss undiyoetc not good ,1",non_irony,not-offensive,sadness,1023.6669667984484,"['news_&_social_concern', 'diaries_&_daily_life', 'food_&_dining']"
99392,"time and again the replies such tweets has proven that whatever modi does congress can better when comes destroying the country its little too fascinating might well call “indian anti national congress”,1",non_irony,not-offensive,anger,534.9680462649909,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
96468,"but modi his bakths just knew how injure others,0",irony,not-offensive,anger,188.17266807866196,"['news_&_social_concern', 'celebrity_&_pop_culture', 'sports']"
137602,"true but dangerous now because the reforms that modi has done and got into this system clear off all corrupted system and the hard efforts has put into getting our nation into the correct track will minute within eye flick turn unto dust does not come,-1",non_irony,not-offensive,anger,391.8637904171321,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
12723,"sir you will not sleep today due raga bouncerit will news discussion all regional channels and will headlines the news papers tomorrowsure will hit modi votes,-1",non_irony,not-offensive,sadness,570.041730732043,"['news_&_social_concern', 'diaries_&_daily_life', 'film_tv_&_video']"
109906,"modi starting losing his mind with rapid acceleration,0",non_irony,not-offensive,anger,566.0530102177189,"['news_&_social_concern', 'celebrity_&_pop_culture', 'science_&_technology']"
5470,"who has paid rs6000 per year modi baap diya tha,0",non_irony,not-offensive,anger,18.246902436092025,"['news_&_social_concern', 'business_&_entrepreneurs', 'diaries_&_daily_life']"
98496,"most importantly hatred for women did you know that the modi government sponsored indias firstever mens rights conference the speakers promptly called for dilution the antidowry law the antidv law and for women prosecuted for adultery under section 497,1",irony,not-offensive,anger,278.9097574864221,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
99191,"lists four economic reforms five years the narendra modi government ,1",non_irony,not-offensive,optimism,178.24242096703,"['news_&_social_concern', 'business_&_entrepreneurs', 'science_&_technology']"
115730,"how many did you and your family visit the last years modi roamed around the world but didnt visit single village his constituency priyanka gandhi ,1",non_irony,not-offensive,sadness,746.5164730764288,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
49583,"india successfully tests antisatellite technology says modi – businessline ,1",irony,not-offensive,optimism,439.2090993066339,"['news_&_social_concern', 'science_&_technology', 'business_&_entrepreneurs']"
55509,"bhai this guy worked hard proved his worth thats how got ticket youth admires his work was only that then why one from modi’ family given ticket pls explain other hand karti who out bail gets congress ticket why,-1",non_irony,not-offensive,optimism,778.4744490133643,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
10535,"our next prime minister rahul gandhi 2modi
plz comment,0",non_irony,not-offensive,optimism,328.4495786354951,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
83183,"jawans are proof modi slams opposition for questioning iaf airstrikes india today ,0",irony,not-offensive,anger,560.7550456781179,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
45913,"modi jagan know months ago babu ,0",non_irony,not-offensive,sadness,-110.853407307506,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
61673,"obvious r3pcsunil choksey and nirav modi were conspirators ,0",irony,not-offensive,anger,270.91946997526503,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
69467,"department space dos comes under the prime minister india why are you lutyens media hyper about modi declaring the news successful mission his department ,1",irony,not-offensive,anger,529.48670020528,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
20199,"modi has been war with our environment and ecology the most underreported disaster govt has been its attack our environment this post will share with you some shocking instances from past years,-1",non_irony,not-offensive,anger,358.33604486140905,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
130936,"modis campaign meerut rally had only 34000 people now shahs rally ahmedabad too has the tide turned,0",irony,not-offensive,anger,-208.84166350819999,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
22683,"but knows that election commission also puppet modi asked directly modi ,1",non_irony,not-offensive,anger,417.56713358124205,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
97224,"know the reasons why modi emerging unbeatable for election 2019 ,0",non_irony,not-offensive,optimism,72.56927901921904,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
133294,"2024 tak only modi,0",non_irony,not-offensive,sadness,37.989662007272,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
32250,"bjp india no1 india modi best bjp not congress india,1",non_irony,not-offensive,optimism,471.4766551555001,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
147526,"looks like modi wants reach upto the number parties the mahamilavat ,1",irony,not-offensive,optimism,94.96885999239201,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
141970,"modi failed fulfilling his promises the slogan good days turned into nightmare the unemployment and spread poverty galloping now using armed forces hide his failure may god save the region from such politics which based hate bigotry extremism,-1",irony,not-offensive,anger,1069.0981629843095,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
96144,"completely disagree inflammatory talks blind bhaktjust carried away personall answers are only modi,-1",non_irony,not-offensive,anger,-28.82711288097103,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
127673,"wao good friends sure that narendra modi again 2019 take oath primeminister ,1",irony,not-offensive,joy,185.375666003013,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
58431,"happens only weak nation inhabited subservient people that the countrys neither held accountable nor does behave dignified deserve the theatric egotist ungrateful guy modi our ,-1",non_irony,offensive,anger,469.07233136677917,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
35354,"abhishek bhai rehene yeh mhmd dimag sathiya gaya hain doesnt know what modi has done for india baat kam kam bar repeat kiya hain then also doesnt understand
anyways nri from saudi arabia and hardly visits india,-1",non_irony,not-offensive,anger,188.87139500692408,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
28318,"ame tejaswi surya the nephew bjp mla ravi subramanya according him with modi with india not with modi anti india thats why got the opportunity contest from the high profile bangalore south constituency this can happen bjp only,1",non_irony,not-offensive,anger,905.1049527368805,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
9040,"chalo ekbar sach nikla muh narendra modi the most powerful india ever had,1",non_irony,not-offensive,joy,7.767344982302028,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
73006,"modi white hat 100 take that the bank after all said and done will stand with other world leaders that will help shape the future this planet ,-1",irony,not-offensive,optimism,100.79187647762298,"['news_&_social_concern', 'business_&_entrepreneurs', 'celebrity_&_pop_culture']"
88953,"gujjuz vote only modi,0",non_irony,not-offensive,anger,92.551602183426,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
42218,"modi following indian railways timing ,0",irony,not-offensive,sadness,498.255287550483,"['news_&_social_concern', 'travel_&_adventure', 'celebrity_&_pop_culture']"
1533,"are you talking about that program where you allow only those persons speak who can praise you sorry modi kaka not interested ,-1",non_irony,not-offensive,anger,-157.71099920589697,"['news_&_social_concern', 'film_tv_&_video', 'diaries_&_daily_life']"
150680,"plans give poor ppl 72k year for yrs for yrs they will ensure there are poor ppl they can continue buying votes btw modi said black money huge that would equal lakhs per indian never that would credit their accounts legally not possible ,-1",irony,not-offensive,anger,300.2954779481979,"['news_&_social_concern', 'business_&_entrepreneurs', 'diaries_&_daily_life']"
