,0,Irony,Offensive,Emotion,Stress Score,Topics
33005,"Zain Javadd ""Zayn"" Malik born 12 January 1993) is an English singer and songwriter, and a former member of the boy band One Direction- ",non_irony,not-offensive,joy,120.34260083733,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
10348,"For a 5th time this season, Ashley Nelson is the #MACJC Goalkeeper of the Week! Posted a 9th shutout vs ICC last wk. 
Who's ready for Iron Maiden day tomorrow @user Maidens The Book of souls album is unleashed . 
Antonio Carluccio may tweet about going to the dentist and napping but I still love him. 
With a win and Baltimore loss, Red Sox are tied for fourth place with the Orioles. First time since June 7 Sox have been in 4th place."" ",non_irony,not-offensive,joy,1048.387997542725,"['sports', 'music', 'celebrity_&_pop_culture']"
31312,"Start thinking of reasons why you love Kesha and be a guest on The Kesha Show tomorrow, 8pm EST/6pm PAC. 
@user dude! The coaches have been announced for the new TUF season starting September 9th. Conor McGregor for EU and Urijah Faber 4 USA 
Donald trump may know business but I don't think anyone can fix our debt in 4 years and you can't sell the us 
Milton on Bolton Wanderers 2 v 2 Leeds United, sat nav free night.: How Milton manages to write so much about su... ",non_irony,not-offensive,anger,-440.4203641763511,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
24826,"Carly Fiorina may very well be the smartest woman in the world. Next to Angela Merkel, that is. ",irony,not-offensive,joy,69.66132066692397,"['news_&_social_concern', 'celebrity_&_pop_culture', 'business_&_entrepreneurs']"
16863,Just in case you need some inspiration today. Steve Jobs' 2005 Stanford Commencement Address: via @user ,irony,not-offensive,optimism,162.44810701896,"['business_&_entrepreneurs', 'learning_&_educational', 'news_&_social_concern']"
9249,28 January 2016 - Workshop in Milan - Digital Transformation the door to success! ,irony,not-offensive,optimism,191.79694166830595,"['science_&_technology', 'learning_&_educational', 'business_&_entrepreneurs']"
7997,Watching Devil Inside for the 2nd time and I\u2019m about to freeking cry. ,irony,not-offensive,sadness,287.862911495391,"['film_tv_&_video', 'diaries_&_daily_life', 'arts_&_culture']"
20974,@user Deus Ex: Human Revolution is the 3rd game in the series #DeusEx ,irony,not-offensive,joy,219.78441048923895,"['gaming', 'film_tv_&_video', 'news_&_social_concern']"
12944,This is well said. Hulk Hogan is the greatest of all time. The overreaction by WWE is total insanity. ,irony,offensive,anger,580.861149843659,"['sports', 'film_tv_&_video', 'celebrity_&_pop_culture']"
6933,"Horrendous, may their souls rest in peace, I hope the govt redoubles their efforts to wipe out Boko Haram. 
@user Garrett\u002c you are awesome and it was so cool talking to you tonight! David Bowie forever \m/ See you tomorrow\u002c hombre. 
Well this may not sound nice but it\u2019s true that Runako Morton would have never trend in twitter in his lifetime :P ..... R.I.P. young man :( 
oh ya know just watching a documentary on the real jigsaw murderer before my 12th first time in hell! (@ chelsea, wyd???????) 
#weeds #drug Miss USA contestants take stage in 64th annual pageant: Women from across the country Sunday took... 
@user Both previous Batman films are on HD TV (TNT\u002c FX) tonight at 8 pm EDT. So I\u2019m recording both. May watch to get caught up 
Dustin Johnson hits his approach to the 17th green at the #DeustcheBankChampionship 
Ego still bruised after poor day of racing @ Ironman Wales on Sunday. One more rest day then I think I should start doing something about it 
May God be with the survivals of the terrors of Boko Haram, and may the souls of those dead from their venomous strikes rest in peace. Amen."" ",non_irony,not-offensive,sadness,1054.7099519398992,"['news_&_social_concern', 'celebrity_&_pop_culture', 'music']"
15007,"My 4th account is gonna be blocked now, what to do?? Create the 5th?! It's the craziest voting I've ever seen in my life #MTVStars Lady Gaga ",irony,not-offensive,anger,15.034719442896048,"['celebrity_&_pop_culture', 'news_&_social_concern', 'film_tv_&_video']"
14920,"Futsal: Europa League, W1 D2, L1: 4th  Redgrift, Wall, P.Brown, Kesic, Goodwin 3, Mrozek 1, Steele &amp; R.Brown Player of the tournament: Wall ",non_irony,not-offensive,joy,118.11568254135108,"['sports', 'gaming', 'celebrity_&_pop_culture']"
22209,Nothing like watching the Vow on a Friday night. Cheers to cancelled plans and sickness ,irony,not-offensive,joy,220.393277822765,"['film_tv_&_video', 'diaries_&_daily_life', 'arts_&_culture']"
14583,"Looking back 2 see how far we've come. The Evolution of the Pride Parade, From Somber March to Celebration: #VanPride ",irony,not-offensive,joy,176.77252170568997,"['news_&_social_concern', 'diaries_&_daily_life', 'arts_&_culture']"
1510,Caitlyn Jenner may face vehicular manslaughter charges. Only three months as a woman and already she can't fucking drive. ,irony,offensive,anger,-293.94824602722497,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
25750,Juventus midfielder Paul Pogba is still preparing himself for a departure with Chelsea and Man City keeping tabs on the Frenchman [sun] ,irony,not-offensive,sadness,264.6164176754221,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
18220,Simon Crean still can\u2019t support the way Kevin Rudd was spilled from the role of PM - Herald Sun ,irony,not-offensive,anger,77.19586689127595,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
29270,"1st day training Taylor Swift for her MV ""Bad Blood"". She was a sweetheart and picked up quick! 
@user may I also suggest I hate myself and want to die by nirvana 
\""""""""@bline803rasta: Mane I gotta see that Denzel movie tomorrow! Shit look like its gone be a good one\""""""""ditto. Im going to try to go tomorrow"" ",irony,offensive,joy,726.8833055670508,"['celebrity_&_pop_culture', 'film_tv_&_video', 'music']"
32054,So the #usa is awesome because all #Republicans are having gay marriages tomorrow!  #freedomofspeech ,irony,not-offensive,joy,-103.79885311519703,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
11123,Won't happen....progs and Muslims in Germany gave her a 3rd term because she caves in @user @user @user ,irony,not-offensive,anger,-81.06858008231202,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
19437,@user the same Scioscia who called for a pitch out on a 2-2 count with 1 out vs. White Sox on Thursday? ,irony,not-offensive,anger,219.51988679199408,"['sports', 'news_&_social_concern', 'gaming']"
26172,"Twilight sail this Friday. Departing 5.30pm. Bring some beers, wine. bubbles and some nibbles if you wish.  Book early! ",non_irony,not-offensive,joy,796.5553226628418,"['film_tv_&_video', 'diaries_&_daily_life', 'arts_&_culture']"
16047,"Why can't people just accept that Louis got Briana pregnant, end of story, move on  
#Unbreakable tracklist revealed: Janet Jackson, Jimmy Jam &amp; Terry Lewis are back in a record store near you Oct 2nd! ",irony,not-offensive,anger,-274.03538675691493,"['music', 'celebrity_&_pop_culture', 'news_&_social_concern']"
1377,"Chris Evans, reborn Top Gear get May 8 UK debut: The Clarkson, Hammond, and May-less new version of the BBC's ... 
10 Best Apps for the Apple Watch (That May Make You Crave One) #AppleWatch 
In his first AB since 4/14 David Wright sent a pitch into the 2nd row of the 2nd deck in left. Would love him if he wasn't a Met. 
@user @user Jeb BUSH thinks if he only uses 1st Name we won't think about Bushes"" Negative Name Recognition USE BUSH ALOT lol ",irony,not-offensive,joy,623.3341732608991,"['celebrity_&_pop_culture', 'film_tv_&_video', 'news_&_social_concern']"
23631,Don\u2019t get me on the topic of Andrew Breitbart again. I cried like a child last Saturday. ,irony,not-offensive,sadness,283.1181656771951,"['news_&_social_concern', 'film_tv_&_video', 'diaries_&_daily_life']"
725,"Depending on what you thought of Jurassic World, you may or may not like this Kong: Skull Island news ",irony,not-offensive,joy,67.35363732434094,"['film_tv_&_video', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
15115,I bet you won\u2019t power clean Mettenbergers unconscious body after you sack him Saturday! Roll Tide @user ,irony,not-offensive,anger,-50.7816998695321,"['news_&_social_concern', 'sports', 'celebrity_&_pop_culture']"
24913,People may laugh at Kanye west. But let's not forget Kanye is one of the smartest artist/producer. ,irony,not-offensive,optimism,-132.15207937447104,"['celebrity_&_pop_culture', 'music', 'news_&_social_concern']"
9456,Tomorrow is going to be a fun-filled day of emailing people on how and what to do so I can come back to Murray in the spring. #stressful ,irony,not-offensive,sadness,208.49676592783794,"['diaries_&_daily_life', 'learning_&_educational', 'travel_&_adventure']"
13063,"On Oct 29th, Vettel will drive the Infiniti Q50 Eau Rouge up &amp; down Congress Avenue in downtown Austin via @user 
And @user article 3 gives SCOTUS no legislative powers and the 10th amendment is clear. The 14th sec 5 requires an act of congress. 
RT @user Be sure to catch former Owl football player Lestar Jean on ESPN's Monday Night Football tonight at 8 p.m. with Hous ... 
@user @user Nintendo should just pack it up and go 3rd party if its not at LEAST 4. 
@user bro u gotta see my videos today I was jukin the shit out the raiders 
Coalition is necessary for the 1st time Muslim stood up ag terrorsm wdout dependng on west.Iran cant be bcz all Ts there assets. @user 
SC to resume Yakub's petition hearing tomorrow: The Supreme Court on Monday asked the Centre to explain apparent irregularity in dism... 
If you can't watch Apple's video stream, follow the news in @user live blog: Did somebody say rose gold iPhones""? ",irony,not-offensive,optimism,1604.62776406679,"['news_&_social_concern', 'sports', 'business_&_entrepreneurs']"
15179,I'll move the cigarette companies and Monsanto to a special place near the sun. #WhyIWouldMakeAGreatPresident ,irony,not-offensive,optimism,-92.052516705415,"['news_&_social_concern', 'business_&_entrepreneurs', 'science_&_technology']"
33797,I think it's weird when fans find celebrities' families on social media. You have no reason to like Niall's nephew's 1st day of school pic. ,irony,not-offensive,anger,877.5836792234848,"['celebrity_&_pop_culture', 'youth_&_student_life', 'learning_&_educational']"
36361,$1 monday's at dunkin is the best way to start off the week :-) ,irony,not-offensive,joy,-52.52935742185204,"['food_&_dining', 'diaries_&_daily_life', 'family']"
4644,Just watched the whole 2nd season of AHS in less than 24 hours. I'm not even ashamed. ,irony,not-offensive,joy,-223.76148684989107,"['film_tv_&_video', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
5161,"Sarah Palin got French &amp; Spanish ""all mixed up"" in High School. She would, wouldn't she. ",irony,not-offensive,anger,282.49062757568714,"['youth_&_student_life', 'learning_&_educational', 'celebrity_&_pop_culture']"
35440,@user @user @user Were you impersonating Ben Affleck?  It may be the only place on campus he didn't visit. ,irony,not-offensive,anger,207.71747449339998,"['celebrity_&_pop_culture', 'news_&_social_concern', 'film_tv_&_video']"
27953,@user i think i may have an obsession with Demi Lovato's laugh. Im pretty sure I do. ,irony,not-offensive,joy,351.04437187156316,"['celebrity_&_pop_culture', 'music', 'diaries_&_daily_life']"
20841,"In terms of building segmented lists, then you may appreciate knowing that you can effectively list-build on Google+. #Tip ",irony,not-offensive,optimism,569.99708029791,"['science_&_technology', 'learning_&_educational', 'business_&_entrepreneurs']"
32351,Behind the Scenes at Miss USA: Sun Kitten Swimwear Photoshoot via @user ,irony,not-offensive,joy,296.77336936245496,"['fashion_&_style', 'celebrity_&_pop_culture', 'news_&_social_concern']"
22531,Open devil worship comes to the rescue of Planned Parenthood ,irony,not-offensive,anger,16.67177141241997,"['news_&_social_concern', 'film_tv_&_video', 'business_&_entrepreneurs']"
17023,Back in Thunderbolt with @user at Wilmington River before sitting down for Sunday supper with the parents. ,irony,not-offensive,joy,438.5655902321591,"['food_&_dining', 'diaries_&_daily_life', 'family']"
12695,#TMZeargasm tomorrow.. #Back2Back. We will play Nirvana. Another 4 acts. Who do you want? Tell us :) ,non_irony,not-offensive,joy,-168.05426190967097,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
9285,@user Where are we going out for Devin's 21st?? Northampton's finest... the Gin Mill? haha ,non_irony,not-offensive,joy,276.695780630469,"['diaries_&_daily_life', 'relationships', 'other_hobbies']"
3762,So tomorrow my mom is getting surgery to have her gallbladder removed. Let's just hope that both she and Ashton recover quickly and easily. ,irony,not-offensive,optimism,34.47280044997997,"['fitness_&_health', 'diaries_&_daily_life', 'family']"
20213,"I first tweeted this in April or May, but John Kasich can win the GOP Primary. ",irony,not-offensive,optimism,477.1562804743241,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
143,AirAsia aborts deal to buy Indonesia's Batavia Air - Southeast Asia's top budget carrier AirAsia said Monday it has ... ,irony,not-offensive,joy,552.4712647243111,"['business_&_entrepreneurs', 'news_&_social_concern', 'travel_&_adventure']"
19935,"The 95 National was mentioned a lot this week, there was a reason it worked at 5pm on a monday...To show the IRA they couldn't stop racing ",irony,not-offensive,anger,-36.918400011235995,"['sports', 'news_&_social_concern', 'gaming']"
11727,"Sunday Oliseh: ""I called Mikel Obi but he didn't pick up"": The Super Eagles team list was released at the begi... 
I will be tapping Stone Brewing """"""""Enjoy By IPA"""""""" tomorrow at @user We've got till 12/21/12 to drink it."" ",non_irony,not-offensive,joy,1298.803192453884,"['sports', 'food_&_dining', 'news_&_social_concern']"
23661,LiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiSTOOoOoO pa RompER DC STAR nightclub 4 the 1st time SINCE 08 !!! ToY Readyy ! #dmvsofficialhost ,non_irony,not-offensive,joy,3617.169655829321,"['arts_&_culture', 'music', 'food_&_dining']"
14450,Paper Towns is closing up and its last shows are Thursday August 6th.  The dinosaurs are are going extinct again... ,irony,not-offensive,sadness,186.95366621568706,"['arts_&_culture', 'news_&_social_concern', 'learning_&_educational']"
10955,"August 28th, the day we finally get to hear what Ice Cube has got to say ",irony,not-offensive,joy,-153.02401690403,"['celebrity_&_pop_culture', 'music', 'film_tv_&_video']"
15289,Erdogan's election gambit - provoking conflict with #PKK - may backfire. #Turkey  ,irony,not-offensive,anger,430.95396475770696,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
13912,HELLO NUGGETS\u002c I\u2019m going to get you tomorrow. ,irony,not-offensive,joy,79.819945787519,"['diaries_&_daily_life', 'relationships', 'other_hobbies']"
8542,Happy Saturday! Check out my cover of Ed Sheeran's Photograph if you haven't heard it already and look out for a... ,non_irony,not-offensive,joy,-207.60381141427908,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
16652,@user Wrong. Check the stats - he was Nats' third leading batter and tied for 2nd in RBI in 2012 NLDS. Hit a big HR in game 5. ,non_irony,not-offensive,joy,395.16554884577596,"['sports', 'news_&_social_concern', 'gaming']"
29641,"Canvassing for Obama with Eva Longoria tomorrow at 2: 672 willow bend rd, the meadows development in Weston Everyone is Welcome ",irony,not-offensive,joy,85.830842734959,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
34442,This is the only time as a Yankees Fan that I want the Red Sox to win so the Yankees can take over 1st place. ,irony,not-offensive,joy,-98.30337126527903,"['sports', 'news_&_social_concern', 'diaries_&_daily_life']"
4009,I'm ready for Thursday and Eric Church with @user ,irony,not-offensive,joy,38.64165088107701,"['music', 'diaries_&_daily_life', 'arts_&_culture']"
15285,Straight Outta Compton comes out Friday -- but Ice Cube plays the critic this time around for athlete rappers.... ,irony,not-offensive,joy,396.81703044004,"['celebrity_&_pop_culture', 'music', 'news_&_social_concern']"
11049,Getting pumped about Saturday's game against Ole Miss--#VFL #HaslamUT ,irony,not-offensive,joy,-23.500681273647047,"['sports', 'gaming', 'film_tv_&_video']"
18544,"Jessica is due to have her baby on the 8th of November, she will not be taking any new bookings until after the... 
@user I'd just order it from online then. If you have Amazon Prime, you'll have it by Friday. 
Expecting to see Frank Ocean on Saturday and you get an email saying he's not coming but Kanye is. Okay. #bittersweet 
I miss our """"Go to Dunkin after work on Friday night and complain about customers and work"""" sessions at Dunkin @user @user ",irony,not-offensive,anger,933.8830026779623,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
2349,@user @user @user im terrified of needles and HIV and sex can give HIV and condoms may protect from it ,irony,offensive,sadness,132.26865271837795,"['news_&_social_concern', 'fitness_&_health', 'diaries_&_daily_life']"
12705,@user This group is going to have a pretty awesome anti Scott Walker t-shirt for sale tomorrow! ,irony,not-offensive,joy,206.00073742685996,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
25231,"Oliseh unruffled by Enyeama's absence for Tanzania: Chief Coach of the Super Eagles, Sunday Oliseh has declare...  
Max might have to get put down tomorrow </3 absolutely heart breaking if I have to see my puppy go. Love you Maxy x 
Proper throw back Thursday playing Frank Ocean in the pub, so happs rn"" ",irony,not-offensive,sadness,-213.3528537577121,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
33164,@user are you aware of this Kyary / David Bowie thing? ,irony,not-offensive,sadness,131.74425781765498,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
18085,If you didnt see it already heres my Halloween effort from Saturday - David Bowie frm the Labyrinth as a vamp! ,non_irony,not-offensive,joy,18.05482343609502,"['film_tv_&_video', 'celebrity_&_pop_culture', 'arts_&_culture']"
2028,@user we have to be at mick jagger centre by 3 on Sunday so can u still make it ,non_irony,not-offensive,anger,-39.28557073309304,"['diaries_&_daily_life', 'celebrity_&_pop_culture', 'music']"
10898,Observers from UN\u002c EU\u002c CW\u002c send to CoNi \u002c according to this observers what the Maldivian have seen live and on TVs on 7 feb are day dream\u002c ,irony,not-offensive,joy,21.979116895556864,"['news_&_social_concern', 'film_tv_&_video', 'diaries_&_daily_life']"
21267,Let the good times roll! Tomorrow is Mardis Gras at St. Philip\u2019s\u002c with the Bob DeAngelis Dixieland Band and gumbo lunch. Join us at 10:30! ,non_irony,not-offensive,joy,592.8507507503797,"['food_&_dining', 'music', 'arts_&_culture']"
16526,@user Will the Foamposite pro Gucci be available on line tomorrow? ,non_irony,not-offensive,anger,270.2557598811551,"['fashion_&_style', 'business_&_entrepreneurs', 'other_hobbies']"
2365,"Charlie Rose with Chuck Close; Robert Rauschenberg (February 27, 1998): First, a conversation with artist Chuck ... 
I liked a @user video Chris Jericho\u2019s 1st appearance after the Royal Rumble 2002 PPV (1/2) 
I\u2019ve been on TV a few times now. Still waiting for the call from ITV about Dancing On Ice though. Starting to think I may be TOO famous. 
I'll be so jealous all the people who got surprise Justin Bieber tickets tomorrow 
Capello Bemoans Language Barrier in Russia: Russia coach Fabio Capello spoke Monday of his frustration at the la... 
Good Monday everybody! Wish we could start this morning with a little King cake.... 
Last Saturday!:) #Happy Halloween!!:)   Can someone make me an edit of Zayn Malik?:) Thanks in advance.. #hi 
Can't wait for Sat watch the blues smash that Chelsea shite then I'll be smashing it @user @user get down after game people 
Good to see real progress on the cleanup and rebuilding in Henryville\u002c IN from the March 2nd tornado. 
Someone said that they might snub Kendrick on all 11 nominations or he may get just 1. If that happens then it's clearly rigged. 
I don't think cole and Kyle understand the part of living in an apartment and being obnoxiously loud on a Thursday at midnight. Holy shit 
@user Sanchez & Cesc are excellent additions but can't see much central def cover? Is Mascherano 3rd CB or will Pep trust the youngsters? 
Heading to Split and Hvar today, then tomorrow in Hvar and the following day on Pag Island"" ",non_irony,not-offensive,joy,1365.7002381029922,"['sports', 'film_tv_&_video', 'celebrity_&_pop_culture']"
31053,Gingrich says he may have secret papers re; bengazi on hannity ,irony,not-offensive,joy,67.12124965556202,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
35508,"Bentley makes a tough jumper as she is getting pushed. Sun still hanging around, 85-78. #LetsGoSun. ",irony,not-offensive,optimism,121.43482633003492,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
21726,Did Briana tell you she was due in April? Why do larries believe every article written about the baby ,irony,not-offensive,anger,398.12608111196903,"['diaries_&_daily_life', 'relationships', 'family']"
30081,"i've never listened to kpop, i'll give it a try tomorrow morning ",irony,not-offensive,joy,505.839415109334,"['music', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
28120,KLUB ACE!!! Klub ACE !!!  This SATURDAY!!!  $5  with ur college id til 11:30 ,non_irony,not-offensive,joy,339.7506945087671,"['learning_&_educational', 'youth_&_student_life', 'diaries_&_daily_life']"
17466,"Happy Modi on the achievement of opening the """"second"""" route to Kailash-Mansarovar. The first was opened by me and I was the 1st pilgrim. ",irony,not-offensive,joy,340.0706879329081,"['news_&_social_concern', 'travel_&_adventure', 'diaries_&_daily_life']"
32160,Australia Test and ODI captain Michael Clarke at the launch of the international season in Brisbane on Monday... @user ,irony,not-offensive,joy,5.606482302292006,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
4442,Terry Collins says David Wright batting 4th is because he kills lefties and because TC didn't want to disrupt top of order that's clicking. ,irony,not-offensive,optimism,655.7987561042122,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
25619,@user Hey there David Taylor. Nice to have you along sir. How is your Friday? #mushroomfm ,irony,not-offensive,joy,255.63951955549607,"['diaries_&_daily_life', 'other_hobbies', 'celebrity_&_pop_culture']"
30085,"@user unfortunately, the White Sox haven't helped much this week. Hoping Samardzija can help tomorrow afternoon."" ",irony,not-offensive,sadness,79.06055346397102,"['sports', 'news_&_social_concern', 'diaries_&_daily_life']"
11126,Come to The Baltimore Screenwriters Coffee Club - this Tuesday at the Creative Alliance!! It's always fun!! ,irony,not-offensive,joy,167.33002052212296,"['arts_&_culture', 'news_&_social_concern', 'learning_&_educational']"
32461,Sandy Alderson may as well change his name to Madoff because he is robbing the Mets. ,irony,not-offensive,anger,-90.10107175102904,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
15160,"some days I want to blast fleetwood Mac, some days I want to blast biggie and others blast taking back Sunday. ",irony,not-offensive,joy,-270.67257857502517,"['music', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
14421,Chance the Rapper concert Oct 14th then Janet Jackson concert Oct 27th... ,irony,not-offensive,joy,-158.34579661870606,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
32361,Becoming a Conrad Murray trial juror: Showbiz Tonight goes inside the jury selection process of the Conrad Murra... ,irony,not-offensive,joy,377.3922510286541,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
9424,In May OKC is still gonna b the primary threat to lose to the Lakers ,irony,not-offensive,anger,35.58667397024899,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
9794,"Carly Fiorina was failing to crack 1% in recent #IAcaucus polls.  Today, she's tied for a close 3rd with 10%! #CarlyFiorina #Carly2016 ",irony,not-offensive,sadness,377.5047612238061,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
20952,I'd like to apologize in advanced for I'll most likely have a long snapchat story tomorrow due to the fact that I'll be seeing Ed Sheeran ,irony,not-offensive,joy,27.648017588536973,"['music', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
24263,@user @user perhaps then it may be time soon. It\u2019s a good idea loaning Longo out to Espanyol then ,irony,not-offensive,optimism,16.28900734142404,"['sports', 'diaries_&_daily_life', 'other_hobbies']"
8322,@user playing Papa was a Rolling Stone. Fitting as we packing up the office for our big move tomorrow. Whereever we lay our hats... ,irony,not-offensive,joy,291.79076836754314,"['music', 'diaries_&_daily_life', 'arts_&_culture']"
21701,Copper River Salmon will be in the house tomorrow - don't miss your chance to enjoy this Alaskan delicacy! ,non_irony,not-offensive,joy,288.83647236507403,"['food_&_dining', 'diaries_&_daily_life', 'news_&_social_concern']"
18981,Monday's #booksbeneaththebridge @user is hosted by @user discussing To Kill a Mockingbird and Watchman. Don't miss it! ,non_irony,not-offensive,joy,494.6324111134781,"['film_tv_&_video', 'arts_&_culture', 'diaries_&_daily_life']"
8595,Kurt Cobain Solo Release Any REAL Nirvana fan WILL NOT be buying this.. just money grabbing Brett Morgan and Courtney ,irony,not-offensive,anger,-3.919122245282988,"['celebrity_&_pop_culture', 'music', 'news_&_social_concern']"
53,"Dear lovely Christians, I wish to inform you, tomorrow we got one Mass @ 10am as we'll be submitting our parish family day collection! ",irony,not-offensive,joy,472.81790652148334,"['other_hobbies', 'arts_&_culture', 'diaries_&_daily_life']"
26755,@user alright\u002c ill go to ticketek tomorrow and sus it for you :) ,irony,not-offensive,joy,264.78589056197615,"['diaries_&_daily_life', 'travel_&_adventure', 'other_hobbies']"
7311,Sam Smith blew my mind and pulled on my heartstrings at #ElectricPicnic on Saturday. Best act of the weekend! @user you da best! ,irony,not-offensive,joy,121.253572885627,"['celebrity_&_pop_culture', 'music', 'arts_&_culture']"
2553,First day filming on Dancing on Ice tomorrow\u002c should be interesting. ,irony,not-offensive,joy,371.1817605688679,"['film_tv_&_video', 'celebrity_&_pop_culture', 'sports']"
33383,"Rick Perry may be able to pay his staffers again, but he's still propped up by super PAC billionaires. ",irony,not-offensive,optimism,375.02285334626697,"['news_&_social_concern', 'celebrity_&_pop_culture', 'business_&_entrepreneurs']"
16116,@user @user Demi Lovato is in concert this Sunday at the Bell Center sweety! There's still some places available! Evenko.ca ,non_irony,not-offensive,joy,189.32953323011304,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
3330,Can Mike Brown play golf? He may need to hit up the Stanford Women\u2019s  team w Ty Willingham after this start\u002c honestly... #Lakers ,non_irony,not-offensive,optimism,20.47937341833601,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
24145,"Chuckin' cows was a hobby, down on the farm. Norris Wing was the insane asylum. What can Chuck Norris do with this? 
No blues starting for England! Sound for Saturday, Chelsea are getting fucked and Jose knows it 
@user I almost went PS4 route but decided seeing how NFL is sponsored by One, it may be slightly better on the One instead of 4 ",non_irony,offensive,anger,382.0914792072049,"['sports', 'diaries_&_daily_life', 'film_tv_&_video']"
23941,"I feel like Ice Cube: Today was a good day.  Not just for a Monday, but all the way around. I like today very much. ",irony,not-offensive,joy,-158.55913705897802,"['music', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
27611,Also on West Liberty ... it does not play a regular-season game in February. ,irony,not-offensive,sadness,53.44950923420592,"['sports', 'gaming', 'diaries_&_daily_life']"
28595,Prince William met \u2019the Rottweiler\u2019 Camilla Parker Bowles and she came out ...: Harry may be full of mischief\u002c a... ,irony,not-offensive,joy,412.49325103616707,"['celebrity_&_pop_culture', 'news_&_social_concern', 'music']"
8273,My family are listening to Justin Bieber and im just  Sat here feeling a little sick ,irony,not-offensive,sadness,588.702010526508,"['music', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
8387,Btw i may be a Seth Rollins mark but the reason I'm not dragging him into this is cause you'd be shocked by why you don't know about people ,irony,not-offensive,anger,259.3045279683982,"['sports', 'celebrity_&_pop_culture', 'film_tv_&_video']"
21750,"@user Yeah girl, Disney tomorrow and Zac Brown on Saturday! Let's have lunch Saturday if you're not busy"" ",irony,not-offensive,joy,-90.50083888798505,"['diaries_&_daily_life', 'film_tv_&_video', 'food_&_dining']"
13908,Cracking header by Adriano gives Milan the lead halfway through 2nd half #MilanEmpoli ,irony,not-offensive,joy,119.49461368422803,"['sports', 'news_&_social_concern', 'gaming']"
27584,@user I can't remember it but it's like the 3rd or 4th person Niall follows on IG. ,irony,not-offensive,joy,244.0359090908259,"['celebrity_&_pop_culture', 'music', 'relationships']"
12388,@user @user she'll be the real MVP if she got me Dunkin tomorrow in the AM :-) ,irony,not-offensive,joy,186.785030528071,"['food_&_dining', 'diaries_&_daily_life', 'news_&_social_concern']"
19711,Are u ready for the latest London Conference?  3 Scholars.  2 Days.  1 Venue.   THIS WEEKEND  [30 June & 1 July insha\u2019Allah].   Venue: TBC ,non_irony,not-offensive,joy,-252.89124456525897,"['learning_&_educational', 'youth_&_student_life', 'business_&_entrepreneurs']"
32061,Murray can't be happy with that tie-break esp. What did he need to do better this match? #usopen ,non_irony,not-offensive,anger,89.41580184684298,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
19952,"@user yes, I asked an attendant to print out a paper pass. But this was not the 1st time delta IOS app lost my login info. Annoying. ",irony,not-offensive,anger,73.52906906905085,"['science_&_technology', 'diaries_&_daily_life', 'travel_&_adventure']"
7878,FLASH: Senegal are disqualified from the 2013 Africa Cup of Nations after a riot forced Saturday's home tie with Ivory Coast to be abandoned ,irony,not-offensive,anger,244.3402375328133,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
